loan_amnt,term,int_rate,home_ownership,annual_inc,verification_status,repay_fail
11125.0,36 months,13.49,MORTGAGE,75000.0,Not Verified,0
3500.0,36 months,6.99,RENT,20400.0,Source Verified,0
9000.0,60 months,11.49,MORTGAGE,150000.0,Source Verified,0
1750.0,36 months,15.95,OWN,12000.0,Source Verified,0
15000.0,60 months,11.71,MORTGAGE,75000.0,Not Verified,0
3600.0,36 months,11.49,RENT,65000.0,Not Verified,0
3500.0,36 months,9.25,MORTGAGE,90000.0,Not Verified,0
6000.0,36 months,11.49,OWN,35000.0,Not Verified,1
24000.0,60 months,9.62,MORTGAGE,56000.0,Verified,0
10000.0,36 months,6.62,MORTGAGE,66000.0,Source Verified,0
11400.0,60 months,14.17,OWN,49632.0,Verified,1
10000.0,36 months,10.39,MORTGAGE,65379.0,Not Verified,0
7300.0,36 months,13.61,OWN,26400.0,Not Verified,0
25000.0,36 months,9.25,MORTGAGE,250000.0,Verified,1
4000.0,36 months,11.12,RENT,34200.0,Not Verified,0
20000.0,36 months,8.88,MORTGAGE,94200.0,Source Verified,0
2600.0,36 months,14.74,RENT,30996.0,Source Verified,0
12200.0,60 months,12.68,RENT,24000.0,Verified,0
5000.0,36 months,12.53,RENT,53000.0,Not Verified,0
5000.0,36 months,12.86,RENT,25000.0,Not Verified,0
21000.0,60 months,19.91,MORTGAGE,110000.0,Source Verified,0
10000.0,60 months,18.79,RENT,83374.0,Source Verified,1
5000.0,36 months,13.98,RENT,60000.0,Not Verified,0
8000.0,36 months,13.92,MORTGAGE,80000.0,Not Verified,0
6400.0,36 months,11.49,RENT,96000.0,Not Verified,0
3000.0,36 months,6.54,RENT,77500.0,Not Verified,0
12000.0,36 months,14.65,MORTGAGE,85000.0,Verified,0
8000.0,36 months,6.62,OWN,42000.0,Not Verified,0
3250.0,60 months,14.83,RENT,23000.0,Verified,0
30000.0,60 months,13.49,RENT,60000.0,Verified,0
24250.0,36 months,14.96,RENT,71935.0,Verified,0
6000.0,36 months,14.59,OWN,50400.0,Source Verified,0
8000.0,36 months,9.38,MORTGAGE,52739.0,Not Verified,0
20000.0,60 months,21.28,OWN,120000.0,Verified,0
10000.0,36 months,8.0,RENT,31200.0,Verified,1
8000.0,36 months,6.91,RENT,18000.0,Not Verified,0
3600.0,60 months,18.25,RENT,30000.0,Source Verified,1
4800.0,36 months,7.49,MORTGAGE,200000.0,Verified,0
13000.0,36 months,14.46,RENT,28800.0,Source Verified,0
30000.0,60 months,17.88,MORTGAGE,80004.0,Verified,0
9000.0,60 months,10.37,OWN,110000.0,Not Verified,0
25000.0,36 months,10.99,MORTGAGE,120000.0,Verified,1
22000.0,60 months,16.82,RENT,40000.0,Verified,1
24250.0,60 months,13.23,RENT,55000.0,Verified,0
9250.0,36 months,15.21,MORTGAGE,75000.0,Verified,0
7450.0,36 months,11.71,MORTGAGE,114996.0,Source Verified,0
3000.0,36 months,13.43,RENT,23004.0,Not Verified,0
10000.0,36 months,12.99,MORTGAGE,65000.0,Verified,0
12000.0,36 months,14.65,RENT,66000.0,Verified,0
14400.0,60 months,18.17,RENT,45000.0,Verified,0
8800.0,36 months,7.51,MORTGAGE,60000.0,Not Verified,1
3000.0,36 months,13.98,RENT,45000.0,Verified,1
21000.0,36 months,14.35,MORTGAGE,75000.0,Verified,0
9000.0,36 months,10.25,MORTGAGE,59000.0,Source Verified,0
7000.0,36 months,7.9,MORTGAGE,84000.0,Source Verified,0
24000.0,36 months,13.06,MORTGAGE,90000.0,Verified,0
8000.0,36 months,12.69,RENT,36000.0,Not Verified,1
16000.0,60 months,13.49,MORTGAGE,96000.0,Source Verified,0
6000.0,36 months,11.59,RENT,50000.0,Not Verified,0
8000.0,36 months,12.84,MORTGAGE,42252.0,Not Verified,0
12000.0,60 months,15.57,RENT,179434.0,Verified,1
6000.0,60 months,19.36,RENT,42000.0,Source Verified,1
2000.0,36 months,15.45,RENT,49000.0,Not Verified,0
14400.0,36 months,10.25,MORTGAGE,75000.0,Not Verified,0
30000.0,60 months,10.59,MORTGAGE,68496.0,Verified,0
15000.0,60 months,16.4,RENT,175000.0,Source Verified,1
35000.0,36 months,18.25,RENT,125000.0,Verified,0
2400.0,36 months,5.79,MORTGAGE,49000.0,Source Verified,0
35000.0,60 months,15.65,MORTGAGE,75705.0,Verified,1
10800.0,60 months,16.02,RENT,50000.0,Verified,0
16000.0,60 months,12.69,MORTGAGE,30000.0,Source Verified,0
6000.0,60 months,17.27,RENT,68000.0,Source Verified,0
1450.0,36 months,12.42,RENT,36000.0,Source Verified,0
5500.0,60 months,7.88,MORTGAGE,68000.0,Source Verified,0
10000.0,36 months,7.14,MORTGAGE,74000.0,Not Verified,0
6200.0,36 months,12.42,RENT,46200.0,Source Verified,0
13500.0,60 months,9.99,OWN,114000.0,Verified,0
15000.0,36 months,19.16,RENT,100000.0,Verified,1
21250.0,36 months,19.79,OTHER,80000.0,Verified,0
11625.0,36 months,13.49,MORTGAGE,36000.0,Source Verified,0
10000.0,36 months,20.99,MORTGAGE,120000.0,Not Verified,0
8500.0,60 months,10.38,MORTGAGE,72000.0,Verified,0
20000.0,36 months,13.36,RENT,51996.0,Not Verified,0
5200.0,36 months,10.75,RENT,75000.0,Not Verified,0
8850.0,36 months,6.62,RENT,62000.0,Source Verified,0
15000.0,36 months,11.99,RENT,62400.0,Not Verified,0
3000.0,36 months,5.79,MORTGAGE,88512.0,Not Verified,0
6000.0,36 months,14.27,RENT,93000.0,Not Verified,0
6000.0,36 months,6.03,MORTGAGE,45600.0,Not Verified,0
4500.0,36 months,12.87,RENT,35000.0,Not Verified,0
1500.0,36 months,12.22,RENT,14000.0,Not Verified,0
1800.0,36 months,14.38,RENT,40000.0,Not Verified,1
12800.0,60 months,17.58,RENT,99000.0,Not Verified,0
12000.0,60 months,15.96,MORTGAGE,60000.0,Not Verified,0
5000.0,36 months,13.24,RENT,28000.0,Not Verified,1
20000.0,36 months,10.37,MORTGAGE,85000.0,Verified,0
14500.0,36 months,13.16,RENT,57996.0,Source Verified,1
3000.0,36 months,7.88,RENT,49800.0,Verified,0
8000.0,36 months,14.26,RENT,39100.0,Not Verified,1
3000.0,36 months,11.48,RENT,360000.0,Not Verified,0
25000.0,36 months,15.68,MORTGAGE,151000.0,Verified,1
11000.0,36 months,17.99,MORTGAGE,90369.0,Verified,0
6400.0,36 months,7.49,MORTGAGE,103000.0,Not Verified,0
20000.0,36 months,10.99,RENT,33000.0,Not Verified,1
9750.0,36 months,16.77,RENT,24300.0,Source Verified,0
5000.0,36 months,8.59,MORTGAGE,60000.0,Not Verified,0
9000.0,36 months,9.91,RENT,30000.0,Verified,0
15000.0,36 months,16.32,MORTGAGE,110000.0,Verified,0
15000.0,60 months,12.99,RENT,52000.0,Not Verified,0
3600.0,36 months,16.32,MORTGAGE,18000.0,Not Verified,0
8500.0,60 months,10.74,MORTGAGE,38000.0,Source Verified,0
20000.0,36 months,13.57,OWN,56400.0,Not Verified,0
7000.0,36 months,12.68,RENT,42000.0,Not Verified,0
9500.0,36 months,10.37,MORTGAGE,90400.0,Source Verified,0
24000.0,36 months,12.18,OWN,200000.0,Verified,0
6400.0,36 months,9.99,RENT,65000.0,Source Verified,0
14500.0,36 months,12.61,MORTGAGE,42000.0,Verified,1
14300.0,60 months,11.49,MORTGAGE,72000.0,Source Verified,0
24000.0,36 months,13.49,MORTGAGE,84000.0,Verified,0
6325.0,36 months,6.54,MORTGAGE,130000.0,Not Verified,0
25600.0,36 months,15.96,RENT,122000.0,Verified,0
2400.0,36 months,7.14,OWN,48989.0,Not Verified,0
1750.0,36 months,9.99,RENT,9840.0,Not Verified,0
10000.0,60 months,15.95,RENT,40000.0,Source Verified,1
11500.0,60 months,15.28,RENT,27000.0,Source Verified,0
1800.0,36 months,11.49,RENT,34000.0,Source Verified,0
6150.0,36 months,7.88,MORTGAGE,78000.0,Not Verified,0
8000.0,36 months,13.23,RENT,48000.0,Not Verified,0
12000.0,36 months,11.58,RENT,50500.0,Verified,0
1500.0,36 months,9.63,MORTGAGE,24000.0,Not Verified,0
1500.0,36 months,12.21,OWN,24000.0,Not Verified,0
7000.0,60 months,10.99,MORTGAGE,44904.0,Not Verified,0
12000.0,60 months,11.49,RENT,40000.0,Source Verified,1
6000.0,36 months,10.71,RENT,38400.0,Not Verified,0
12000.0,36 months,11.48,MORTGAGE,50000.0,Not Verified,0
15000.0,36 months,7.9,RENT,92000.0,Not Verified,0
15000.0,36 months,6.03,OWN,130000.0,Verified,0
25000.0,60 months,20.77,MORTGAGE,120000.0,Verified,1
12000.0,36 months,17.49,OWN,36000.0,Verified,0
20000.0,60 months,22.11,MORTGAGE,67000.0,Source Verified,1
2250.0,36 months,12.69,RENT,48000.0,Not Verified,0
30000.0,60 months,10.37,MORTGAGE,60000.0,Verified,0
8000.0,36 months,7.51,RENT,54600.0,Source Verified,0
10000.0,36 months,10.0,MORTGAGE,50000.0,Not Verified,0
3000.0,36 months,10.91,RENT,13000.0,Not Verified,0
6000.0,36 months,5.42,MORTGAGE,72000.0,Verified,0
6000.0,36 months,6.0,RENT,31560.0,Verified,0
8000.0,36 months,17.27,MORTGAGE,65000.0,Not Verified,0
12000.0,36 months,7.49,RENT,60000.0,Verified,0
5000.0,36 months,18.84,OTHER,88000.0,Source Verified,0
10000.0,60 months,10.38,RENT,42324.0,Verified,0
17500.0,36 months,17.19,MORTGAGE,74100.0,Verified,0
5000.0,60 months,11.49,RENT,22000.0,Not Verified,0
35000.0,36 months,17.88,MORTGAGE,102000.0,Verified,0
4400.0,60 months,22.74,RENT,34000.0,Source Verified,0
2000.0,36 months,14.91,RENT,43200.0,Not Verified,1
7500.0,36 months,13.92,RENT,50000.0,Verified,1
13000.0,36 months,17.27,RENT,67000.0,Verified,0
14500.0,60 months,17.93,MORTGAGE,54000.0,Verified,0
8000.0,36 months,11.83,RENT,65004.0,Not Verified,0
35000.0,60 months,18.25,MORTGAGE,120000.0,Source Verified,0
4000.0,36 months,11.49,MORTGAGE,49349.0,Not Verified,0
3000.0,36 months,14.72,MORTGAGE,128000.0,Verified,0
4000.0,36 months,10.36,MORTGAGE,79112.04,Verified,0
20000.0,36 months,17.27,MORTGAGE,50000.0,Source Verified,1
12000.0,36 months,10.74,RENT,39996.0,Not Verified,0
16000.0,36 months,7.88,MORTGAGE,101000.0,Not Verified,0
8000.0,36 months,11.14,MORTGAGE,125000.0,Not Verified,0
6000.0,36 months,11.14,RENT,43000.0,Not Verified,0
15000.0,60 months,11.99,MORTGAGE,36000.0,Source Verified,0
3200.0,36 months,7.88,MORTGAGE,79000.0,Not Verified,0
24000.0,60 months,17.51,RENT,62000.0,Verified,0
7500.0,36 months,13.24,RENT,129996.0,Not Verified,1
1600.0,36 months,17.19,MORTGAGE,20000.0,Not Verified,0
7000.0,36 months,6.03,OWN,22800.0,Not Verified,0
4500.0,36 months,11.86,RENT,45600.0,Not Verified,0
2000.0,36 months,13.61,RENT,24600.0,Source Verified,0
16000.0,60 months,6.91,RENT,36072.0,Verified,0
15000.0,36 months,9.88,RENT,40000.0,Not Verified,0
3000.0,36 months,7.66,RENT,53196.0,Not Verified,0
7600.0,36 months,6.62,OWN,28000.0,Verified,0
20000.0,36 months,12.84,MORTGAGE,150000.0,Verified,0
14000.0,36 months,12.87,RENT,33600.0,Not Verified,0
5600.0,36 months,11.11,RENT,36000.0,Source Verified,0
3600.0,36 months,10.37,RENT,35496.0,Source Verified,1
2100.0,36 months,10.99,RENT,39000.0,Source Verified,0
4800.0,36 months,10.99,RENT,300000.0,Source Verified,0
8400.0,36 months,13.57,RENT,50000.0,Not Verified,1
3000.0,36 months,11.86,RENT,30000.0,Source Verified,0
20000.0,36 months,8.9,OWN,63440.0,Verified,0
4000.0,36 months,12.69,RENT,80000.0,Not Verified,0
15000.0,36 months,11.26,MORTGAGE,62004.0,Not Verified,1
10000.0,60 months,12.98,RENT,28000.0,Not Verified,0
6000.0,36 months,10.99,RENT,95000.0,Not Verified,0
6000.0,36 months,14.5,RENT,58000.0,Not Verified,0
5000.0,36 months,10.37,MORTGAGE,42000.0,Not Verified,0
5000.0,36 months,9.25,MORTGAGE,45000.0,Source Verified,0
6000.0,36 months,7.66,MORTGAGE,68000.0,Verified,1
4000.0,60 months,13.99,RENT,35004.0,Source Verified,0
6000.0,36 months,9.76,MORTGAGE,200000.0,Not Verified,0
7200.0,36 months,14.35,RENT,98500.0,Verified,0
24250.0,60 months,6.91,OWN,50000.0,Verified,0
22000.0,60 months,12.99,MORTGAGE,90000.0,Verified,0
5000.0,36 months,8.59,MORTGAGE,90000.0,Not Verified,1
6950.0,36 months,9.32,MORTGAGE,30000.0,Not Verified,0
8000.0,36 months,6.17,RENT,33996.0,Verified,0
7000.0,36 months,16.95,OTHER,39996.0,Not Verified,0
11650.0,36 months,6.62,MORTGAGE,100000.0,Not Verified,0
4800.0,60 months,7.66,MORTGAGE,50400.0,Not Verified,0
6000.0,36 months,10.0,MORTGAGE,62004.0,Not Verified,1
6000.0,36 months,14.88,RENT,41000.0,Not Verified,0
3000.0,36 months,10.75,RENT,32640.0,Source Verified,0
4000.0,36 months,12.21,RENT,24000.0,Not Verified,0
35000.0,36 months,10.37,OWN,242400.0,Source Verified,0
12000.0,36 months,11.49,RENT,32500.0,Source Verified,1
15000.0,60 months,17.8,RENT,64000.0,Verified,0
12000.0,36 months,12.09,RENT,75000.0,Not Verified,0
12000.0,60 months,16.82,OWN,50000.0,Not Verified,0
12000.0,60 months,17.27,MORTGAGE,90000.0,Not Verified,0
21200.0,60 months,18.39,OWN,54000.0,Verified,0
22750.0,60 months,20.3,MORTGAGE,47840.0,Verified,1
2000.0,36 months,15.37,MORTGAGE,15000.0,Not Verified,0
22500.0,36 months,11.36,MORTGAGE,96000.0,Verified,0
30000.0,60 months,11.71,MORTGAGE,145000.0,Source Verified,0
16000.0,36 months,12.18,OTHER,60000.0,Verified,0
12000.0,36 months,11.49,MORTGAGE,132750.0,Source Verified,0
25000.0,60 months,11.86,MORTGAGE,132492.0,Verified,0
12000.0,36 months,8.9,RENT,71000.0,Verified,0
4500.0,36 months,13.92,MORTGAGE,65000.0,Not Verified,0
13000.0,36 months,10.65,MORTGAGE,95000.0,Not Verified,0
3000.0,36 months,8.49,MORTGAGE,110000.0,Source Verified,0
8500.0,60 months,20.53,RENT,23000.0,Source Verified,1
5000.0,36 months,8.88,RENT,304800.0,Source Verified,1
30000.0,60 months,18.39,MORTGAGE,66000.0,Verified,0
15000.0,36 months,13.48,RENT,56000.0,Not Verified,0
11300.0,36 months,12.69,MORTGAGE,36000.0,Not Verified,0
6000.0,36 months,6.76,MORTGAGE,92000.0,Not Verified,0
5000.0,36 months,12.69,RENT,62400.0,Not Verified,0
11000.0,36 months,12.42,RENT,71200.0,Not Verified,0
14700.0,60 months,12.99,MORTGAGE,60000.0,Not Verified,0
5000.0,36 months,7.9,RENT,26400.0,Not Verified,0
1500.0,60 months,11.49,RENT,65000.0,Verified,0
8000.0,36 months,5.42,MORTGAGE,70000.0,Source Verified,0
8000.0,36 months,13.47,RENT,45000.0,Source Verified,0
7000.0,36 months,11.12,RENT,76000.0,Verified,0
1000.0,36 months,10.99,RENT,40000.0,Not Verified,0
16000.0,36 months,13.98,RENT,55000.0,Verified,0
5400.0,36 months,11.78,MORTGAGE,42000.0,Not Verified,0
4800.0,36 months,11.99,RENT,29534.0,Source Verified,0
5875.0,60 months,13.23,MORTGAGE,65000.0,Not Verified,1
23000.0,60 months,10.65,MORTGAGE,69500.0,Verified,0
25000.0,36 months,13.49,MORTGAGE,73476.0,Verified,1
7000.0,36 months,9.88,MORTGAGE,100000.0,Not Verified,0
3600.0,36 months,17.99,MORTGAGE,85000.0,Source Verified,0
10400.0,60 months,19.03,RENT,27600.0,Verified,1
35000.0,60 months,10.99,MORTGAGE,90000.0,Verified,0
6000.0,36 months,6.99,RENT,84000.0,Not Verified,0
8125.0,60 months,16.89,MORTGAGE,59750.0,Not Verified,1
7000.0,36 months,15.21,MORTGAGE,54257.0,Verified,1
4000.0,36 months,11.89,MORTGAGE,68004.0,Verified,1
7000.0,36 months,15.95,RENT,61392.0,Verified,0
12000.0,36 months,6.62,RENT,60000.0,Not Verified,1
35000.0,60 months,15.23,MORTGAGE,250000.0,Verified,0
10000.0,36 months,11.49,RENT,68496.0,Source Verified,0
10000.0,36 months,12.99,RENT,140000.0,Verified,0
16000.0,36 months,7.51,MORTGAGE,60000.0,Verified,1
15000.0,36 months,8.9,RENT,50000.0,Verified,0
1400.0,36 months,14.26,MORTGAGE,40000.0,Not Verified,0
4000.0,36 months,12.42,RENT,135000.0,Verified,0
20000.0,60 months,13.8,MORTGAGE,52960.0,Source Verified,0
8500.0,36 months,12.42,MORTGAGE,54000.0,Source Verified,0
4000.0,36 months,14.72,OWN,24000.0,Verified,0
24000.0,36 months,7.49,MORTGAGE,200000.0,Verified,0
2400.0,36 months,13.24,RENT,26208.0,Not Verified,0
28000.0,60 months,17.58,MORTGAGE,140000.0,Verified,0
9000.0,36 months,11.14,RENT,24000.0,Not Verified,0
8400.0,36 months,5.99,OWN,36000.0,Source Verified,0
35000.0,36 months,12.68,RENT,80000.0,Verified,0
22250.0,60 months,16.77,MORTGAGE,51690.48,Verified,1
4500.0,36 months,6.62,RENT,39000.0,Source Verified,0
16000.0,60 months,13.49,RENT,60000.0,Verified,0
24000.0,36 months,16.29,RENT,48000.0,Verified,0
16000.0,60 months,14.27,MORTGAGE,72000.0,Source Verified,0
4500.0,36 months,11.11,RENT,48000.0,Not Verified,0
7200.0,36 months,6.03,MORTGAGE,60000.0,Not Verified,0
22000.0,60 months,14.65,MORTGAGE,85500.0,Verified,1
6000.0,36 months,6.99,MORTGAGE,45000.0,Not Verified,0
7200.0,36 months,11.99,MORTGAGE,31000.0,Source Verified,0
8000.0,36 months,10.95,MORTGAGE,69000.0,Not Verified,0
7000.0,36 months,9.32,MORTGAGE,25000.0,Not Verified,0
8500.0,36 months,7.14,MORTGAGE,58000.0,Verified,0
12000.0,36 months,7.9,MORTGAGE,50000.0,Verified,0
12500.0,36 months,22.11,RENT,50000.0,Source Verified,0
7000.0,36 months,7.51,MORTGAGE,87000.0,Not Verified,0
17400.0,60 months,18.79,RENT,45000.0,Verified,0
4000.0,36 months,10.36,RENT,30000.0,Not Verified,0
4000.0,36 months,7.66,MORTGAGE,43200.0,Not Verified,1
15000.0,36 months,11.83,OWN,60000.0,Not Verified,0
8400.0,36 months,12.53,RENT,140000.0,Not Verified,0
9000.0,60 months,15.21,MORTGAGE,38000.0,Not Verified,0
12400.0,36 months,11.26,RENT,44196.0,Source Verified,0
3600.0,36 months,13.43,RENT,50000.0,Source Verified,1
10000.0,36 months,7.88,MORTGAGE,52000.0,Not Verified,0
25000.0,36 months,13.55,MORTGAGE,62000.0,Not Verified,1
15700.0,60 months,19.42,MORTGAGE,60000.0,Source Verified,1
34000.0,60 months,10.37,MORTGAGE,195000.0,Verified,0
13500.0,36 months,7.51,MORTGAGE,60000.0,Not Verified,0
9200.0,36 months,9.32,MORTGAGE,52524.0,Verified,0
7200.0,36 months,7.29,MORTGAGE,44000.0,Not Verified,0
9600.0,36 months,8.49,RENT,65450.0,Not Verified,0
18000.0,36 months,10.75,MORTGAGE,74000.0,Not Verified,0
8000.0,60 months,9.99,MORTGAGE,55200.0,Not Verified,0
5000.0,36 months,14.54,RENT,36000.0,Source Verified,1
11500.0,36 months,8.49,OWN,24840.0,Source Verified,0
4800.0,36 months,16.35,RENT,50000.0,Not Verified,0
10200.0,36 months,10.2,RENT,44000.0,Not Verified,0
14000.0,36 months,9.63,RENT,69575.0,Verified,0
21000.0,60 months,12.99,MORTGAGE,59750.0,Verified,0
7000.0,36 months,16.45,RENT,24000.0,Not Verified,0
4000.0,36 months,10.99,RENT,42000.0,Source Verified,1
25000.0,60 months,20.53,MORTGAGE,148000.0,Verified,0
8000.0,36 months,12.68,MORTGAGE,123000.0,Source Verified,0
18725.0,60 months,17.27,MORTGAGE,52000.0,Verified,1
3500.0,36 months,14.12,OTHER,45000.0,Not Verified,0
25000.0,36 months,17.49,MORTGAGE,80400.0,Verified,0
17825.0,36 months,6.62,MORTGAGE,79000.0,Verified,0
10000.0,36 months,7.51,MORTGAGE,135000.0,Not Verified,0
12000.0,36 months,9.01,MORTGAGE,100671.39,Not Verified,0
10000.0,36 months,16.32,RENT,160000.0,Source Verified,0
2500.0,36 months,13.92,RENT,82400.0,Verified,0
2000.0,36 months,10.36,RENT,80000.0,Source Verified,0
4000.0,36 months,13.8,MORTGAGE,57600.0,Not Verified,0
9200.0,36 months,15.68,RENT,50000.0,Not Verified,0
5525.0,36 months,12.68,RENT,56004.0,Not Verified,0
12000.0,36 months,12.69,RENT,60000.0,Verified,0
5000.0,36 months,10.38,OWN,61848.0,Not Verified,0
6500.0,36 months,15.01,MORTGAGE,213000.0,Not Verified,1
18000.0,36 months,11.49,RENT,80000.0,Not Verified,0
9200.0,36 months,6.62,RENT,30000.0,Not Verified,0
9350.0,36 months,7.51,MORTGAGE,100000.0,Verified,0
4000.0,36 months,9.76,RENT,63000.0,Not Verified,0
23750.0,36 months,13.47,RENT,120000.0,Source Verified,0
10000.0,60 months,17.43,RENT,85000.0,Source Verified,0
5000.0,36 months,10.2,RENT,63000.0,Not Verified,0
15000.0,36 months,8.94,MORTGAGE,90000.0,Not Verified,0
15000.0,60 months,11.71,MORTGAGE,80000.0,Verified,0
17000.0,36 months,7.88,MORTGAGE,58000.0,Source Verified,1
22475.0,60 months,15.27,MORTGAGE,52000.0,Verified,0
3500.0,36 months,12.84,RENT,34200.0,Not Verified,0
15000.0,36 months,13.43,RENT,60000.0,Verified,0
9000.0,36 months,7.51,MORTGAGE,40000.0,Not Verified,0
18500.0,36 months,17.8,MORTGAGE,140000.0,Source Verified,0
4800.0,36 months,11.91,MORTGAGE,38667.0,Not Verified,0
3500.0,36 months,13.16,RENT,48000.0,Verified,0
4000.0,36 months,9.91,RENT,82350.0,Source Verified,0
8000.0,36 months,7.88,MORTGAGE,66500.0,Verified,0
6250.0,36 months,12.87,OWN,29000.0,Not Verified,1
3500.0,36 months,11.14,OWN,45000.0,Not Verified,0
7000.0,36 months,6.03,MORTGAGE,52000.0,Not Verified,0
10200.0,36 months,7.49,RENT,42000.0,Not Verified,0
8000.0,36 months,16.02,RENT,70000.0,Not Verified,0
4900.0,36 months,12.18,RENT,70000.0,Verified,0
5200.0,36 months,7.91,MORTGAGE,63599.0,Source Verified,0
5000.0,36 months,14.84,RENT,38352.0,Not Verified,0
12375.0,36 months,18.61,MORTGAGE,101100.0,Not Verified,0
3200.0,36 months,10.59,RENT,28000.0,Not Verified,0
5400.0,36 months,14.57,RENT,22000.0,Not Verified,0
15000.0,36 months,7.88,MORTGAGE,75000.0,Source Verified,0
5000.0,36 months,9.45,RENT,40000.0,Not Verified,0
20000.0,60 months,11.71,RENT,179000.0,Verified,0
22250.0,60 months,20.48,OWN,50000.0,Verified,1
3000.0,36 months,14.61,MORTGAGE,36000.0,Not Verified,0
6600.0,36 months,7.9,MORTGAGE,47000.0,Not Verified,0
22750.0,60 months,11.86,RENT,96000.0,Source Verified,0
13000.0,60 months,17.19,RENT,53000.0,Source Verified,0
12700.0,36 months,8.94,RENT,70000.0,Not Verified,0
6000.0,60 months,18.62,RENT,57000.0,Verified,0
10000.0,36 months,10.75,MORTGAGE,55000.0,Source Verified,0
15000.0,60 months,15.21,MORTGAGE,168000.0,Verified,0
25000.0,36 months,14.59,RENT,105000.0,Not Verified,0
12000.0,36 months,11.71,RENT,65000.0,Not Verified,0
8000.0,36 months,10.0,RENT,60000.0,Not Verified,0
1500.0,36 months,8.32,MORTGAGE,52000.0,Not Verified,0
5000.0,36 months,10.38,MORTGAGE,96000.0,Verified,0
6400.0,36 months,8.49,RENT,62758.0,Source Verified,0
3000.0,36 months,11.86,RENT,31200.0,Source Verified,0
3200.0,36 months,7.68,OWN,61717.0,Not Verified,0
15500.0,60 months,21.67,RENT,35000.0,Verified,0
20000.0,36 months,13.35,MORTGAGE,87600.0,Verified,0
10000.0,60 months,17.93,OWN,70000.0,Not Verified,1
1500.0,36 months,14.11,RENT,35004.0,Not Verified,0
15000.0,36 months,13.72,RENT,50004.0,Source Verified,0
7000.0,36 months,10.65,RENT,18000.0,Not Verified,0
35000.0,60 months,19.69,MORTGAGE,65000.0,Verified,0
12000.0,60 months,18.25,MORTGAGE,65000.0,Source Verified,0
9600.0,36 months,6.62,MORTGAGE,54000.0,Not Verified,0
7600.0,36 months,6.99,MORTGAGE,115000.0,Not Verified,0
10000.0,36 months,11.03,MORTGAGE,80000.0,Not Verified,1
15250.0,36 months,11.34,MORTGAGE,75000.0,Not Verified,0
14000.0,36 months,14.42,RENT,53400.0,Verified,1
12800.0,60 months,17.14,RENT,46800.0,Not Verified,0
10000.0,36 months,15.99,MORTGAGE,36000.0,Source Verified,1
16000.0,36 months,10.38,MORTGAGE,62500.0,Verified,0
4000.0,36 months,8.0,MORTGAGE,58500.0,Not Verified,0
10000.0,36 months,16.4,RENT,110000.0,Source Verified,0
2650.0,36 months,10.59,RENT,46728.0,Not Verified,0
5000.0,60 months,16.77,MORTGAGE,90000.0,Verified,0
9500.0,36 months,15.62,RENT,61000.0,Not Verified,0
25000.0,36 months,19.41,RENT,72136.0,Verified,0
8800.0,36 months,11.36,RENT,60000.0,Source Verified,0
4900.0,36 months,8.94,RENT,50000.0,Not Verified,0
15000.0,60 months,14.17,MORTGAGE,78000.0,Verified,0
7000.0,36 months,7.29,MORTGAGE,84000.0,Not Verified,0
20000.0,60 months,21.64,MORTGAGE,75000.0,Verified,0
2400.0,36 months,9.91,RENT,46000.0,Not Verified,0
16000.0,36 months,16.7,MORTGAGE,98000.0,Not Verified,0
9000.0,36 months,7.66,MORTGAGE,65000.0,Not Verified,0
16000.0,36 months,13.11,RENT,80000.0,Not Verified,1
17000.0,60 months,13.06,MORTGAGE,75000.0,Verified,0
12000.0,36 months,12.21,RENT,61000.0,Verified,0
7200.0,36 months,7.29,MORTGAGE,64000.0,Source Verified,0
10800.0,60 months,15.58,MORTGAGE,43700.0,Source Verified,0
5000.0,36 months,13.57,MORTGAGE,29664.0,Not Verified,1
3250.0,36 months,11.86,MORTGAGE,58000.0,Verified,0
8000.0,60 months,15.99,RENT,59500.0,Source Verified,0
12000.0,60 months,10.99,MORTGAGE,155000.0,Verified,0
6300.0,60 months,16.4,RENT,96000.0,Source Verified,0
10000.0,36 months,15.33,MORTGAGE,250000.0,Not Verified,1
7000.0,36 months,8.9,RENT,85000.0,Source Verified,0
20000.0,60 months,6.91,MORTGAGE,46000.0,Source Verified,0
7000.0,36 months,6.62,MORTGAGE,96000.0,Not Verified,0
12500.0,36 months,11.86,RENT,46800.0,Not Verified,0
2500.0,36 months,11.58,MORTGAGE,120000.0,Not Verified,0
20000.0,36 months,11.48,MORTGAGE,180000.0,Verified,0
8000.0,60 months,16.49,RENT,90000.0,Not Verified,0
7000.0,36 months,10.62,RENT,28000.0,Not Verified,0
3000.0,36 months,6.39,MORTGAGE,69996.0,Not Verified,0
15000.0,36 months,10.62,MORTGAGE,87000.0,Not Verified,0
10000.0,60 months,20.03,MORTGAGE,68000.0,Source Verified,0
17500.0,60 months,18.67,MORTGAGE,90000.0,Verified,1
12000.0,36 months,12.18,MORTGAGE,62851.0,Not Verified,0
11200.0,36 months,8.49,MORTGAGE,87000.0,Source Verified,0
5500.0,36 months,14.18,RENT,70000.0,Not Verified,1
5000.0,36 months,9.63,MORTGAGE,60000.0,Source Verified,0
6500.0,36 months,11.86,RENT,63211.0,Not Verified,0
6000.0,36 months,7.42,RENT,53819.0,Not Verified,0
10000.0,36 months,11.71,RENT,70000.0,Not Verified,0
